,Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species
ASV_907,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Bensingtonia
ASV_908,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Peltaster
ASV_909,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_910,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_911,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_912,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,Rhynchostomatia,Dileptidae,Dimacrocaryon
ASV_913,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_914,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,NA
ASV_915,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_916,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_917,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_918,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_919,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_920,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_921,Eukaryota,Obazoa,Apusomonada,Apusomonada_X,Apusomonadidae,Apusomonadidae_Group-1,Apusomonadidae_Group-1_X,Apusomonas
ASV_922,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_923,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_924,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,NA,NA,NA
ASV_925,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_926,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_927,Eukaryota,Obazoa,Opisthokonta,Ichthyosporea,Ichthyophonida,Pseudoperkinsidae,Pseudoperkinsidae_X,Anurofeca
ASV_928,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_929,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_930,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_931,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_932,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_933,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_934,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_935,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_936,Eukaryota,Obazoa,Opisthokonta,Metazoa,Tardigrada,Tardigrada_X,Tardigrada_XX,NA
ASV_937,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_938,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_939,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_940,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_941,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_942,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_943,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_944,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_945,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_946,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_947,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_948,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_949,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_950,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,NA,NA,NA
ASV_951,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_952,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_953,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_954,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,NA
ASV_955,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_956,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,NA,NA,NA
ASV_957,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,NA
ASV_958,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,NA
ASV_959,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_960,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_961,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_962,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_963,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_964,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_965,Eukaryota,Obazoa,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Catenulida,Stenostomum
ASV_966,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas
ASV_967,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,Haptoria_5,Pleurostomatida,NA
ASV_968,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_969,Eukaryota,TSAR,Rhizaria,Cercozoa,Cercozoa_X,Cercozoa_XX,Cercozoa_XXX,Kraken
ASV_970,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas
ASV_971,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,NA
ASV_972,Eukaryota,Obazoa,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Seriata,Microplana
ASV_973,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_974,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_975,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Odontolaimus
ASV_976,NA,NA,NA,NA,NA,NA,NA,NA
ASV_977,Eukaryota,TSAR,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,NA,NA
ASV_978,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_979,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Bisporella
ASV_980,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_981,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_982,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA
ASV_983,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_984,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_985,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_986,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_987,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_988,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_989,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_990,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_991,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_992,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,NA
ASV_993,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Thysanophora
ASV_994,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_995,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_996,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_997,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_998,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_999,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,NA
ASV_1000,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,NA,NA
ASV_1001,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_1002,Eukaryota,Obazoa,Opisthokonta,Fungi,Zoopagomycota,Kickxellomycotina,Harpellales,Ramicandelaber
ASV_1003,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1004,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1005,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,NA
ASV_1006,Eukaryota,TSAR,Alveolata,Ciliophora,Colpodea,Colpodea_X,NA,NA
ASV_1007,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1008,Eukaryota,Obazoa,NA,NA,NA,NA,NA,NA
ASV_1009,Eukaryota,Obazoa,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Rhabdocoela,Carcharodopharynx
ASV_1010,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,NA
ASV_1011,Eukaryota,Obazoa,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Endogonales,Endogone
ASV_1012,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_1013,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1014,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1015,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA
ASV_1016,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Cystofilobasidium
ASV_1017,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1018,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1019,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,NA,NA,NA
ASV_1020,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1021,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,NA
ASV_1022,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1023,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1024,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1025,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Mylonchulus
ASV_1026,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1027,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1028,Eukaryota,TSAR,Alveolata,Apicomplexa,Gregarinomorphea,Neogregarinorida,Actinocephalidae,NA
ASV_1029,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,NA,NA,NA
ASV_1030,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1031,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1032,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,NA
ASV_1033,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1034,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1035,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_1036,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1037,Eukaryota,TSAR,NA,NA,NA,NA,NA,NA
ASV_1038,Eukaryota,Obazoa,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Rhabdocoela,NA
ASV_1039,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_1040,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,NA
ASV_1041,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1042,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Trinematidae,NA
ASV_1043,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1044,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1045,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1046,Eukaryota,Amoebozoa,Tubulinea,Tubulinea_X,Elardia,Euamoebida,Nolandellidae,Nolandellidae_X
ASV_1047,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,NA
ASV_1048,Eukaryota,Haptista,Centroplasthelida,Centroplasthelida_X,NA,NA,NA,NA
ASV_1049,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1050,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1051,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1052,Eukaryota,TSAR,Alveolata,Ciliophora,Colpodea,Colpodea_X,NA,NA
ASV_1053,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1054,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,NA,NA
ASV_1055,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1056,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1057,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1058,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1059,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1060,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1061,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1062,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1063,NA,NA,NA,NA,NA,NA,NA,NA
ASV_1064,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1065,Eukaryota,Obazoa,Opisthokonta,Metazoa,Mollusca,Gastropoda,Heterobranchia,NA
ASV_1066,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1067,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_1068,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_1069,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1070,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1071,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,NA,NA,NA
ASV_1072,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1073,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1074,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1075,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1076,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1077,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1078,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1079,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1080,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1081,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1082,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1083,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1084,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1085,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,NA,NA,NA
ASV_1086,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1087,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,NA,NA,NA
ASV_1088,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1089,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas
ASV_1090,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_1091,Eukaryota,TSAR,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,NA
ASV_1092,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,NA,NA,NA
ASV_1093,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1094,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,NA
ASV_1095,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1096,NA,NA,NA,NA,NA,NA,NA,NA
ASV_1097,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1098,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1099,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_1100,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1101,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1102,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1103,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1104,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,NA
ASV_1105,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,NA
ASV_1106,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1107,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1108,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1109,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1110,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1111,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1112,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1113,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1114,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1115,Eukaryota,Obazoa,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Rhabdocoela,Acrochordonoposthia
ASV_1116,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,Onychiurus
ASV_1117,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,NA,NA,NA
ASV_1118,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA
ASV_1119,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1120,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1121,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1122,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Arthroderma
ASV_1123,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Neocercomonas
ASV_1124,Eukaryota,TSAR,Alveolata,Ciliophora,NA,NA,NA,NA
ASV_1125,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,Sessilida,Epistylis
ASV_1126,Eukaryota,Obazoa,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Lecithoepitheliata,Geocentrophora
ASV_1127,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1128,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA
ASV_1129,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1130,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Spirotrichea_X,Spirotrichea_XX,Phacodinium
ASV_1131,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Spumella
ASV_1132,Eukaryota,TSAR,Alveolata,Ciliophora,NA,NA,NA,NA
ASV_1133,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,NA
ASV_1134,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1135,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1136,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA
ASV_1137,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,NA
ASV_1138,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,Litostomatea_X,Litostomatea_XX,Arcuospathidium
ASV_1139,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,NA
ASV_1140,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1141,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1142,NA,NA,NA,NA,NA,NA,NA,NA
ASV_1143,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1144,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1145,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,NA
ASV_1146,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1147,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1148,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1149,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas
ASV_1150,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1151,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1152,NA,NA,NA,NA,NA,NA,NA,NA
ASV_1153,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1154,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,NA,NA,NA
ASV_1155,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1156,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1157,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12C
ASV_1158,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1159,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1160,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1161,Eukaryota,TSAR,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Colpoda
ASV_1162,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,NA,NA,NA
ASV_1163,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1164,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1165,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1166,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1167,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1168,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Hymenostomatia,NA,NA
ASV_1169,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1170,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1171,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1172,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1173,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Metateratocephalus
ASV_1174,Eukaryota,Obazoa,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Rhabdocoela,NA
ASV_1175,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA
ASV_1176,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1177,Eukaryota,TSAR,Rhizaria,NA,NA,NA,NA,NA
ASV_1178,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1179,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1180,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,NA
ASV_1181,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_1182,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,NA
ASV_1183,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA
ASV_1184,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_1185,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Pucciniomycetes,NA
ASV_1186,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Spumella
ASV_1187,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1188,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1189,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1190,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1191,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,NA,NA
ASV_1192,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1193,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_XX,Telonemia_XXX,Telonemia-Group-1,NA
ASV_1194,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,NA
ASV_1195,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,NA,NA
ASV_1196,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA
ASV_1197,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_1198,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,NA
ASV_1199,Eukaryota,TSAR,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,NA
